Community Board Complaints  6/1/2015 to 6/30/2015,,,,,,,,,,,
Complaint Number,Status,Date Entered,Address,Bin,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date
1397541,CLOSED,6/4/2015,220 CENTRAL PARK SOUTH,1024914,105,,91,BEST,6/5/2015,I2,6/4/2015
1397542,CLOSED,6/4/2015,540 WEST   26 STREET,1089424,104,,16,BEST,6/17/2015,L2,6/17/2015
1397543,ACTIVE,6/4/2015,517 WEST 113 STREET,1057028,109,,5,MAN.,,,
1397544,ACTIVE,6/4/2015,25 WEST 24 STREET,1015596,105,,5,MAN.,,,
1397545,CLOSED,6/4/2015,719 7TH AVENUE,1022685,105,,2E,BEST,6/4/2015,P6,6/4/2015
1397546,CLOSED,6/4/2015,313 WEST 35 STREET,1013574,104,,5A,MAN.,6/16/2015,A8,6/12/2015
1397547,ACTIVE,6/4/2015,160 WEST 71 STREET,1029778,107,,63,ELEVR,,,
1397548,CLOSED,6/4/2015,53 CHRISTOPHER STREET,1082221,102,,30,ERT,6/5/2015,A8,6/5/2015
1397549,CLOSED,6/4/2015,43 PARK PLACE,1001411,101,,91,ERT,6/5/2015,I2,6/5/2015
1397550,CLOSED,6/4/2015,CABRINI BOULEVARD,9999991,112,,4,ERT,6/4/2015,K1,6/4/2015
1397551,ACTIVE,6/4/2015,135 EAST 61 STREET,1041971,108,,63,ELEVR,,,
1397552,CLOSED,6/4/2015,780 RIVERSIDE DRIVE,1063247,112,,20,MAN.,6/9/2015,A8,6/8/2015
1397553,ACTIVE,6/4/2015,19 HAMILTON TERRACE,1060987,109,,63,ELEVR,,,
1397555,CLOSED,6/4/2015,114 EAST 1 STREET,1005754,103,,30,ERT,6/5/2015,I2,6/5/2015
1397556,CLOSED,6/4/2015,WEST   92 STREET,9999991,107,,86,MAN.,6/4/2015,K1,6/4/2015
1397557,CLOSED,6/4/2015,99 BANK STREET,1011368,102,,91,ERT,6/5/2015,I2,6/5/2015
1397558,ACTIVE,6/4/2015,308 WEST 93 STREET,1034126,107,,63,ELEVR,,,
1397559,CLOSED,6/4/2015,60 WEST 129 STREET,1053712,110,,4F,SCFLD,6/4/2015,A8,6/4/2015
1397560,CLOSED,6/4/2015,807 PARK AVENUE,1043106,108,,23,SCFLD,6/5/2015,I2,6/5/2015
1397561,ACTIVE,6/4/2015,306 EAST 93 STREET,1078669,108,,63,ELEVR,,,
1397562,CLOSED,6/4/2015,48 EAST 77 STREET,1041804,108,,4F,SCFLD,6/10/2015,L2,6/10/2015
1397563,CLOSED,6/4/2015,305 AMSTERDAM AVENUE,1030099,107,,45,MAN.,6/22/2015,A8,6/21/2015
1397565,CLOSED,6/4/2015,37 EAST BROADWAY,1003424,103,,5,MAN.,6/16/2015,L2,6/16/2015
1397566,CLOSED,6/4/2015,2351 ADAM CLAYTON POWELL BOULE,1060014,110,,4C,EXCAV,6/10/2015,L3,6/3/2015
1397568,CLOSED,6/4/2015,119 CHRISTOPHER STREET,1011150,102,,10,ERT,6/12/2015,L2,6/12/2015
1397569,CLOSED,6/4/2015,1 EAST 124 STREET,1054021,111,,30,ERT,6/7/2015,H1,6/7/2015
1397571,ACTIVE,6/4/2015,320 WEST 56 STREET,1025441,104,,63,ELEVR,,,
1397572,CLOSED,6/4/2015,217 BROADWAY,1001232,101,,1E,SCFLD,6/4/2015,I2,6/4/2015
1397573,ACTIVE,6/4/2015,359 WEST 54 STREET,1025403,104,,9,MAN.,,,
1397574,ACTIVE,6/4/2015,79 MADISON AVENUE,1016900,105,,31,MAN.,,,
1397575,CLOSED,6/4/2015,233 EAST 34 STREET,1020149,106,,3,ERT,6/5/2015,C2,6/5/2015
1397576,ACTIVE,6/4/2015,89 FAIRVIEW AVENUE,1064054,112,,74,MAN.,,,
1397577,CLOSED,6/4/2015,139 EAST 63 STREET,1076296,108,,4F,SCFLD,6/10/2015,L2,6/10/2015
1397578,CLOSED,6/4/2015,2262 ADAM CLAYTON POWELL BOULE,1058823,110,,45,MAN.,6/22/2015,I2,6/21/2015
1397580,CLOSED,6/4/2015,303 WEST 111 STREET,1055762,110,,73,MAN.,6/15/2015,A8,6/12/2015
1397581,CLOSED,6/4/2015,107 EAST BROADWAY,1088291,103,,5,MAN.,6/12/2015,I2,6/11/2015
1397582,ACTIVE,6/4/2015,176 EAST 3 STREET,1004967,103,,5,MAN.,,,
1397583,CLOSED,6/4/2015,706 RIVERSIDE DRIVE,1062427,109,,5,EXCAV,6/12/2015,I2,6/10/2015
1397584,CLOSED,6/4/2015,513 MANHATTAN AVENUE,1059187,110,,30,ERT,6/4/2015,A1,6/4/2015
1397586,ACTIVE,6/4/2015,553 WEST 182 STREET,1063664,112,,45,MAN.,,,
1397587,CLOSED,6/4/2015,56 EAST BROADWAY,1003501,103,,4A,SPOPS,6/18/2015,I2,6/17/2015
1397588,CLOSED,6/4/2015,744 WASHINGTON STREET,1012047,102,,77,SPOPS,6/24/2015,H1,6/24/2015
1397589,ACTIVE,6/4/2015,443 WEST 151 STREET,1083670,109,,31,MAN.,,,
1397590,ACTIVE,6/4/2015,369 LENOX AVENUE,1057949,110,,5,MAN.,,,
1397592,ACTIVE,6/4/2015,220 WEST 107 STREET,1056643,107,,5,SPOPS,6/26/2015,C3,6/25/2015
1397593,CLOSED,6/4/2015,460 WEST 147 STREET,1061414,109,,37,ERT,6/8/2015,I2,6/5/2015
1397594,CLOSED,6/4/2015,460 WEST 147 STREET,1061414,109,,23,SCFLD,6/9/2015,I2,6/9/2015
1397595,ACTIVE,6/4/2015,160 WEST 71 STREET,1029778,107,,63,ELEVR,,,
1397596,CLOSED,6/4/2015,519 WEST 134 STREET,1059756,109,,2B,ERT,6/4/2015,I1,6/4/2015
1397597,ACTIVE,6/4/2015,35 HILLSIDE AVENUE,1064064,112,,63,ELEVR,,,
1397598,CLOSED,6/4/2015,235 WEST 70 STREET,1030366,107,,23,SCFLD,6/5/2015,I2,6/5/2015
1397599,CLOSED,6/4/2015,100 NORFOLK STREET,1004298,103,,86,ERT,6/4/2015,I1,6/4/2015
1397600,CLOSED,6/4/2015,242 WEST 30 STREET,1014303,105,,63,ELEVR,6/16/2015,A8,6/16/2015
1397601,ACTIVE,6/4/2015,451 EAST 14 STREET,1082880,106,,80,ELEVR,,,
1397602,CLOSED,6/4/2015,213 BENNETT AVENUE,1064469,112,,30,ERT,6/6/2015,A8,6/6/2015
1397603,CLOSED,6/4/2015,WEST   77 STREET,9999991,107,,4,ERT,6/4/2015,K1,6/4/2015
1397604,ACTIVE,6/4/2015,210 WEST 77 STREET,1030864,107,,5,MAN.,,,
1397605,CLOSED,6/4/2015,235 WEST 70 STREET,1030366,107,,23,SCFLD,6/5/2015,H1,6/5/2015
1397606,ACTIVE,6/4/2015,560 WEST 165 STREET,1062928,112,,63,ELEVR,,,
1397607,CLOSED,6/5/2015,519 EAST 13 STREET,1005238,103,,5C,BEST,6/15/2015,I2,6/13/2015
1397608,CLOSED,6/5/2015,519 EAST 13 STREET,1005238,103,,5C,ERT,6/5/2015,H1,6/5/2015
1397609,CLOSED,6/5/2015,WEST END AVENUE,9999991,107,,5,MAN.,6/9/2015,K1,6/9/2015
1397610,CLOSED,6/5/2015,WEST END AVENUE,9999991,107,,83,MAN.,6/9/2015,F6,6/9/2015
1397611,ACTIVE,6/5/2015,359 1 AVENUE,1020542,106,,5,MAN.,,,
1397613,CLOSED,6/5/2015,518 FORT WASHINGTON AVENUE,1064391,112,,91,SCFLD,6/5/2015,I2,6/5/2015
1397615,CLOSED,6/5/2015,240 EAST 39 STREET,1087340,106,,4,ERT,6/7/2015,I2,6/7/2015
1397616,CLOSED,6/5/2015,361 EAST 76 STREET,1045174,108,,4F,SCFLD,6/9/2015,L2,6/8/2015
1397617,CLOSED,6/5/2015,189 WEST 89 STREET,1085485,107,,4F,SCFLD,6/5/2015,A8,6/5/2015
1397618,CLOSED,6/5/2015,953 5 AVENUE,1041787,108,,4F,SCFLD,6/5/2015,A8,5/22/2015
1397619,CLOSED,6/5/2015,115 NASSAU STREET,1001255,101,,4L,BEST,6/5/2015,L2,6/5/2015
1397620,CLOSED,6/5/2015,308 WEST 90 STREET,1034056,107,,1Z,EXEC,6/8/2015,I2,6/6/2015
1397621,CLOSED,6/5/2015,5 EAST 22 STREET,1016304,105,,4F,SCFLD,6/8/2015,L2,6/8/2015
1397622,ACTIVE,6/5/2015,150 WEST 90 STREET,9999991,107,,74,MAN.,,,
1397623,CLOSED,6/5/2015,70 WEST 128 STREET,1053660,110,,91,ERT,6/7/2015,C2,6/7/2015
1397624,CLOSED,6/5/2015,520 EAST 76 STREET,1046307,108,,79,ERT,6/5/2015,I2,6/5/2015
1397625,ACTIVE,6/5/2015,829 6 AVENUE,1015122,105,,5,MAN.,,,
1397626,CLOSED,6/5/2015,79 EAST 2 STREET,1006089,103,,58,BOILR,6/23/2015,C2,6/18/2015
1397627,CLOSED,6/5/2015,70 WEST 128 STREET,1053660,110,,30,ERT,6/6/2015,I2,6/6/2015
1397628,CLOSED,6/5/2015,522 5 AVENUE,1034212,105,,4,ERT,6/7/2015,I2,6/7/2015
1397629,ACTIVE,6/5/2015,74 ORCHARD STREET,1005268,103,,5,MAN.,,,
1397630,CLOSED,6/5/2015,95 WEST 95 STREET,1088109,107,,4F,SCFLD,6/5/2015,H3,6/5/2015
1397631,CLOSED,6/5/2015,514 WEST 24TH STREET,1080304,104,,2E,BEST,6/5/2015,P6,6/5/2015
1397632,CLOSED,6/5/2015,518 WEST 24TH STREET,1080305,104,,2E,BEST,6/5/2015,P6,6/5/2015
1397633,CLOSED,6/5/2015,128 WEST 34 STREET,1015204,105,,73,MAN.,6/8/2015,A8,6/6/2015
1397635,CLOSED,6/5/2015,1 JANE STREET,1011068,102,,23,SCFLD,6/5/2015,I2,6/5/2015
1397636,CLOSED,6/5/2015,2000 BROADWAY,1070362,107,,23,SCFLD,6/5/2015,I2,6/5/2015
1397637,CLOSED,6/5/2015,580 WEST 161 STREET,1062823,112,,63,ELEVR,6/23/2015,H1,6/22/2015
1397638,CLOSED,6/5/2015,205 WEST 93 STREET,1033648,107,,91,ERT,6/7/2015,A8,6/6/2015
1397639,CLOSED,6/5/2015,520 9 AVENUE,1013656,104,,5,MAN.,6/11/2015,A8,6/9/2015
1397640,CLOSED,6/5/2015,214 WEST 22 STREET,1014077,104,,1Z,EXEC,6/5/2015,A8,5/13/2015
1397641,CLOSED,6/5/2015,215 WEST 94 STREET,1082894,107,,4F,SCFLD,6/5/2015,L1,6/5/2015
1397642,ACTIVE,6/5/2015,5 WEEHAWKEN STREET,1084969,102,,5,MAN.,,,
1397643,CLOSED,6/5/2015,214 WEST 22 STREET,1014077,104,,1Z,EXEC,6/5/2015,A8,5/13/2015
1397644,CLOSED,6/5/2015,104 WEST 138 STREET,1060009,110,,58,BOILR,6/12/2015,A8,6/10/2015
1397645,ACTIVE,6/5/2015,390 BROOME STREET,1007204,102,,5,MAN.,,,
1397647,CLOSED,6/5/2015,390 BROOME STREET,1007204,102,,3,ERT,6/5/2015,I2,6/5/2015
1397648,CLOSED,6/5/2015,390 BROOME STREET,1007204,102,,90,OBM,6/9/2015,I2,6/9/2015
1397649,CLOSED,6/5/2015,655 2 AVENUE,1020192,106,,5,MAN.,6/12/2015,A1,6/6/2015
1397650,ACTIVE,6/5/2015,12 JOHN STREET,1001103,101,,4A,SPOPS,,,
1397651,ACTIVE,6/5/2015,12 JOHN STREET,1001103,101,,31,MAN.,,,
1397652,ACTIVE,6/5/2015,661 WASHINGTON STREET,1011726,102,,5,MAN.,,,
1397653,CLOSED,6/5/2015,90 CONVENT AVENUE,1059627,109,,65,PLUMB,6/8/2015,I2,6/8/2015
1397654,CLOSED,6/5/2015,214 WEST 22 STREET,1014077,104,,1Z,EXEC,6/5/2015,A8,5/13/2015
1397655,CLOSED,6/5/2015,943 COLUMBUS AVENUE,1055643,107,,10,ERT,6/7/2015,I2,6/6/2015
1397656,ACTIVE,6/5/2015,252 EAST 4 STREET,1004613,103,,45,MAN.,,,
1397657,ACTIVE,6/5/2015,710 WEST 173 STREET,1063436,112,,4A,SPOPS,,,
1397658,CLOSED,6/5/2015,340 WEST 57 STREET,1083734,104,,94,PLUMB,6/10/2015,I2,6/9/2015
1397659,CLOSED,6/5/2015,114 EAST 72 STREET,1042829,108,,94,PLUMB,6/9/2015,I2,6/8/2015
1397660,CLOSED,6/5/2015,210 WEST 101 STREET,1056485,107,,94,PLUMB,6/6/2015,I2,6/6/2015
1397661,CLOSED,6/5/2015,145 WEST 86 STREET,1032191,107,,94,PLUMB,6/8/2015,I2,6/6/2015
1397662,CLOSED,6/5/2015,145 WEST 86 STREET,1032191,107,,94,PLUMB,6/10/2015,I2,6/9/2015
1397663,CLOSED,6/5/2015,65 EAST 78 STREET,1041874,108,,94,PLUMB,6/8/2015,I2,6/7/2015
1397664,CLOSED,6/5/2015,16 HUDSON STREET,1077399,101,,94,PLUMB,6/10/2015,I2,6/9/2015
1397665,CLOSED,6/5/2015,521 WEST 175 STREET,1063200,112,,94,PLUMB,6/9/2015,I2,6/7/2015
1397666,CLOSED,6/5/2015,50 WEST 90 STREET,1031583,107,,4A,SPOPS,6/23/2015,I2,6/22/2015
1397667,ACTIVE,6/5/2015,210 WEST 122 STREET,1058518,110,,5,MAN.,,,
1397669,CLOSED,6/5/2015,846 6TH AVENUE,1015775,105,,2E,BEST,6/5/2015,P6,6/5/2015
1397670,CLOSED,6/5/2015,215 EAST 6 STREET,1006643,103,,4F,SCFLD,6/5/2015,A8,6/5/2015
1397671,ACTIVE,6/5/2015,35 WEST 96 STREET,1055257,107,,63,ELEVR,,,
1397672,CLOSED,6/5/2015,515 EAST 82 STREET,1051159,108,,5,MAN.,6/11/2015,I2,6/10/2015
1397673,CLOSED,6/5/2015,380 MADISON AVENUE,1035403,105,,91,ERT,6/7/2015,C2,6/7/2015
1397674,ACTIVE,6/5/2015,166 WEST 87 STREET,1032217,107,,63,ELEVR,,,
1397675,CLOSED,6/5/2015,344 WEST 72 STREET,1030972,107,,4F,SCFLD,7/1/2015,L2,7/1/2015
1397676,CLOSED,6/5/2015,450 EAST 83 STREET,1087459,108,,50,ERT,6/6/2015,I2,6/6/2015
1397678,ACTIVE,6/5/2015,1115 BROADWAY,1015604,105,,73,MAN.,,,
1397681,CLOSED,6/5/2015,369 WEST 123 STREET,1059287,109,,12,ERT,6/7/2015,I2,6/7/2015
1397682,CLOSED,6/5/2015,306 WEST 94 STREET,1034137,107,,71,MAN.,6/9/2015,G7,6/9/2015
1397683,CLOSED,6/5/2015,26 WEST 27 STREET,1015662,105,,37,ERT,6/7/2015,I2,6/7/2015
1397685,CLOSED,6/6/2015,WEST   34 STREET,9999991,104,,4,ERT,6/8/2015,K1,6/8/2015
1397686,CLOSED,6/6/2015,EAST   73 STREET,9999991,108,,4,ERT,6/8/2015,K1,6/8/2015
1397687,CLOSED,6/6/2015,171 WEST 23 STREET,1014940,104,,30,ERT,6/8/2015,C2,6/8/2015
1397688,CLOSED,6/6/2015,70 PINE STREET,1001007,101,,4,ERT,6/7/2015,I2,6/7/2015
1397689,CLOSED,6/6/2015,136 EAST 55 STREET,1036487,106,,4,ERT,6/8/2015,I1,6/8/2015
1397690,ACTIVE,6/6/2015,199 BOWERY,1087253,103,,94,PLUMB,6/9/2015,D2,6/9/2015
1397691,CLOSED,6/6/2015,313 WEST 37 STREET,1013618,104,,4,ERT,6/8/2015,I1,6/8/2015
1397692,CLOSED,6/6/2015,314 WEST 117 STREET,1087201,110,,4,ERT,6/8/2015,I2,6/8/2015
1397693,CLOSED,6/6/2015,166 6 AVENUE,1007816,102,,4,ERT,6/10/2015,I2,6/10/2015
1397694,ACTIVE,6/6/2015,315 WEST 61 STREET,1087589,107,,63,ELEVR,,,
1397695,CLOSED,6/6/2015,1350 5 AVENUE,1083309,110,,4,ERT,6/8/2015,I1,6/8/2015
1397696,CLOSED,6/6/2015,EAST   73 STREET,9999991,108,,4,ERT,6/8/2015,K1,6/8/2015
1397697,CLOSED,6/6/2015,310 WEST 114 STREET,1807042,110,,23,SCFLD,6/18/2015,L2,6/18/2015
1397698,CLOSED,6/6/2015,252 WEST 29 STREET,1014271,105,,91,ERT,6/6/2015,F6,6/6/2015
1397700,CLOSED,6/6/2015,166 WEST 75 STREET,1030095,107,,37,ERT,6/7/2015,I2,6/7/2015
1397702,CLOSED,6/6/2015,443 GREENWICH STREET,1002856,101,,4,ERT,6/8/2015,I1,6/8/2015
1397703,CLOSED,6/6/2015,17 BARROW STREET,1080172,102,,20,ERT,6/11/2015,I2,6/11/2015
1397704,CLOSED,6/6/2015,252 EAST 57 STREET,1038593,106,,91,ERT,6/9/2015,I2,6/9/2015
1397706,ACTIVE,6/6/2015,EAST   63 STREET,9999991,108,,2G,SPOPS,,,
1397707,ACTIVE,6/6/2015,140 WEST 105 STREET,1055925,107,,63,ELEVR,,,
1397709,CLOSED,6/6/2015,5 BEEKMAN STREET,1079072,101,,67,C & D,6/8/2015,I2,6/8/2015
1397710,CLOSED,6/6/2015,214 WEST 22 STREET,1014077,104,,1Z,EXEC,6/6/2015,A1,5/13/2015
1397711,CLOSED,6/6/2015,5 BEEKMAN STREET,1079072,101,,67,C & D,6/8/2015,I2,6/6/2015
1397712,CLOSED,6/6/2015,33 BEEKMAN STREET,1813303,101,,67,C & D,6/8/2015,I2,6/6/2015
1397713,CLOSED,6/6/2015,601 WEST 140 STREET,1062320,109,,63,ELEVR,6/24/2015,A8,6/23/2015
1397714,CLOSED,6/6/2015,50 BOWERY,1002429,103,,4L,BEST,6/9/2015,L2,6/9/2015
1397716,ACTIVE,6/6/2015,32 PRINCE STREET,1007495,102,,5,MAN.,,,
1397717,ACTIVE,6/6/2015,312 EAST 9 STREET,1006365,103,,54,MAN.,,,
1397718,CLOSED,6/6/2015,EAST   86 STREET,9999991,108,,4,ERT,6/8/2015,K1,6/8/2015
1397719,CLOSED,6/6/2015,119 CHRISTOPHER STREET,1011150,102,,86,MAN.,6/10/2015,C2,6/9/2015
1397720,ACTIVE,6/6/2015,1558 3 AVENUE,1048054,108,,4,ERT,,,
1397721,CLOSED,6/6/2015,222 EAST 27 STREET,1019861,106,,1Z,EXEC,6/6/2015,A8,5/13/2015
1397722,CLOSED,6/6/2015,124 RIDGE STREET,1077229,103,,4,ERT,6/8/2015,I1,6/8/2015
1397723,CLOSED,6/6/2015,78 READE STREET,1001641,101,,63,ELEVR,6/18/2015,A8,6/16/2015
1397724,CLOSED,6/6/2015,105 EAST BROADWAY,1003535,103,,45,MAN.,6/15/2015,Y3,6/12/2015
1397725,CLOSED,6/6/2015,41 CHARLES STREET,1010881,102,,4,ERT,6/10/2015,I2,6/10/2015
1397726,CLOSED,6/6/2015,206 WEST 77 STREET,1030864,107,,4,ERT,6/11/2015,I2,6/11/2015
1397727,CLOSED,6/6/2015,67 WEST 125 STREET,1053497,110,,91,ERT,6/9/2015,I2,6/9/2015
1397728,ACTIVE,6/6/2015,320 WEST 56 STREET,1025441,104,,80,ELEVR,,,
1397729,CLOSED,6/6/2015,EAST   39 STREET,9999991,106,,5,MAN.,6/9/2015,F6,6/9/2015
1397730,CLOSED,6/6/2015,720 2 AVENUE,1085014,106,,91,ERT,6/7/2015,I2,6/7/2015
1397731,ACTIVE,6/6/2015,244 WEST 99 STREET,1056410,107,,63,ELEVR,,,
1397732,ACTIVE,6/6/2015,813 BROADWAY,1009136,102,,45,MAN.,,,
1397733,ACTIVE,6/7/2015,208 WEST 151 STREET,1060595,110,,63,ELEVR,,,
1397735,CLOSED,6/7/2015,305 EAST 86 STREET,1050025,108,,91,ERT,6/8/2015,F1,6/8/2015
1397736,CLOSED,6/7/2015,393 WEST END AVENUE,1031127,107,,4,ERT,6/13/2015,I2,6/13/2015
1397737,CLOSED,6/7/2015,540 WEST 165 STREET,1076743,112,,63,ELEVR,6/23/2015,A8,6/22/2015
1397738,CLOSED,6/7/2015,134 WEST 72 STREET,1029907,107,,5,MAN.,6/17/2015,I2,6/16/2015
1397739,CLOSED,6/7/2015,430 EAST 65 STREET,1078404,108,,23,SCFLD,6/15/2015,I2,6/13/2015
1397740,CLOSED,6/7/2015,1330 5 AVENUE,1084511,110,,63,ELEVR,6/12/2015,H1,6/11/2015
1397741,ACTIVE,6/7/2015,207 WEST 107 STREET,1056654,107,,45,MAN.,,,
1397742,CLOSED,6/7/2015,222 WEST 134 STREET,1058808,110,,91,ERT,6/8/2015,L1,6/7/2015
1397743,ACTIVE,6/7/2015,165 EAST 35 STREET,1018910,106,,63,ELEVR,,,
1397744,CLOSED,6/7/2015,1330 5 AVENUE,1084511,110,,63,ELEVR,6/12/2015,A8,6/11/2015
1397745,CLOSED,6/7/2015,MOTT STREET,9999991,102,,4,ERT,6/8/2015,K1,6/8/2015
1397746,CLOSED,6/7/2015,17 WEST 87 STREET,1031490,107,,5,MAN.,6/9/2015,I1,6/9/2015
1397747,CLOSED,6/7/2015,296 EAST 4 STREET,1004617,103,,37,ERT,6/9/2015,C2,6/9/2015
1397748,ACTIVE,6/7/2015,WEST   23 STREET,9999991,104,,63,ELEVR,,,
1397749,CLOSED,6/7/2015,580 WEST 161 STREET,1062823,112,,63,ELEVR,6/23/2015,H1,6/22/2015
1397750,ACTIVE,6/7/2015,500 AMSTERDAM AVENUE,1033109,107,,63,ELEVR,,,
1397751,CLOSED,6/7/2015,113 WEST 130 STREET,1058038,110,,3,ERT,6/11/2015,A8,6/10/2015
1397752,CLOSED,6/7/2015,160 WEST 71 STREET,1029778,107,,4,ERT,6/13/2015,I2,6/13/2015
1397753,ACTIVE,6/7/2015,700 FORT WASHINGTON AVENUE,1064474,112,,5,MAN.,,,
1397754,CLOSED,6/7/2015,495 WEST 187 STREET,1063588,112,,63,ELEVR,6/23/2015,A8,6/23/2015
1397755,CLOSED,6/7/2015,23 GRAMERCY PARK SOUTH,1017933,106,,91,SCFLD,6/9/2015,I2,6/9/2015
1397756,ACTIVE,6/7/2015,WEST   49 STREET,9999991,105,,2G,SPOPS,,,
1397757,CLOSED,6/8/2015,344 WEST 72 STREET,1030972,107,,5,MAN.,6/17/2015,L1,6/16/2015
1397758,CLOSED,6/8/2015,555 WEST END AVENUE,1033942,107,,23,SCFLD,6/12/2015,I2,6/12/2015
1397759,ACTIVE,6/8/2015,EAST   14 STREET,9999991,106,,4,ERT,,,
1397761,CLOSED,6/8/2015,222 WEST 134 STREET,1058808,110,,91,ERT,6/8/2015,I2,6/8/2015
1397762,CLOSED,6/8/2015,201 WEST 14 STREET,1013732,104,,30,BEST,6/9/2015,I2,6/9/2015
1397763,CLOSED,6/8/2015,442 EAST 13 STREET,1005993,103,,86,MAN.,6/8/2015,I1,6/8/2015
1397764,CLOSED,6/8/2015,66 HORATIO STREET,1011640,102,,23,SCFLD,6/15/2015,I2,6/13/2015
1397766,ACTIVE,6/8/2015,319 WEST  131 STREET,9999991,1,,5,MAN.,,,
1397767,CLOSED,6/8/2015,442 EAST 13 STREET,1005993,103,,86,MAN.,6/8/2015,I1,6/8/2015
1397768,ACTIVE,6/8/2015,303 EAST 53 STREET,1039847,106,,4A,SPOPS,,,
1397769,CLOSED,6/8/2015,403 EAST 8 STREET,1004537,103,,30,ERT,6/8/2015,F6,6/8/2015
1397770,CLOSED,6/8/2015,50 SUTTON PLACE,1040645,106,,94,PLUMB,6/9/2015,I2,6/8/2015
1397771,ACTIVE,6/8/2015,35 WEST 96 STREET,1055257,107,,63,ELEVR,,,
1397772,CLOSED,6/8/2015,54 FULTON STREET,1001177,101,,3,BEST,6/9/2015,I2,6/8/2015
1397773,CLOSED,6/8/2015,240 WEST 14 STREET,1011100,102,,94,PLUMB,6/17/2015,A3,6/17/2015
1397774,ACTIVE,6/8/2015,5 BEEKMAN STREET,1079072,101,,5,MAN.,,,
1397775,CLOSED,6/8/2015,6 PLATT STREET,1089243,101,,5,MAN.,6/11/2015,L1,6/9/2015
1397776,CLOSED,6/8/2015,EAST  115 STREET,9999991,111,,5,MAN.,6/9/2015,K1,6/9/2015
1397777,ACTIVE,6/8/2015,69 GREENE STREET,1007294,102,,1Z,EXEC,,,
1397778,CLOSED,6/8/2015,92 EAST BROADWAY,1003545,103,,59,ELCTR,6/9/2015,A8,6/9/2015
1397779,CLOSED,6/8/2015,45 SUTTON PLACE SOUTH,1040721,106,,94,PLUMB,6/9/2015,A9,6/8/2015
1397780,CLOSED,6/8/2015,22 PERRY STREET,1067542,102,,94,PLUMB,6/17/2015,A8,6/17/2015
1397781,CLOSED,6/8/2015,325 EAST 72 STREET,1044879,108,,94,PLUMB,6/10/2015,A9,6/8/2015
1397782,CLOSED,6/8/2015,2050 5 AVENUE,1053568,110,,94,PLUMB,6/9/2015,I2,6/8/2015
1397783,CLOSED,6/8/2015,67 WEST 71 STREET,1079295,107,,59,ELCTR,6/17/2015,I2,6/17/2015
1397784,CLOSED,6/8/2015,2644 BROADWAY,1056485,107,,94,PLUMB,6/9/2015,I2,6/8/2015
1397785,CLOSED,6/8/2015,2346 BROADWAY,1033133,107,,94,PLUMB,6/10/2015,I2,6/8/2015
1397787,ACTIVE,6/8/2015,   1 AVENUE,9999991,108,,4,ERT,,,
1397788,ACTIVE,6/8/2015,208 EAST 127 STREET,1054694,111,,83,BEST,6/9/2015,D4,6/9/2015
1397789,CLOSED,6/8/2015,755 PARK AVENUE,1042830,108,,94,PLUMB,6/9/2015,I2,6/8/2015
1397790,CLOSED,6/8/2015,19 CHRISTOPHER STREET,1010695,102,,86,MAN.,6/8/2015,I1,6/8/2015
1397791,ACTIVE,6/8/2015,442 EAST 13 STREET,1005993,103,,5,MAN.,,,
1397792,CLOSED,6/8/2015,20 JANE STREET,1011040,102,,94,PLUMB,6/17/2015,A3,6/17/2015
1397793,CLOSED,6/8/2015,444 EAST 13 STREET,1005994,103,,37,ERT,6/9/2015,I2,6/9/2015
1397794,CLOSED,6/8/2015,250 WEST 16 STREET,1013790,104,,94,PLUMB,6/11/2015,I2,6/11/2015
1397795,CLOSED,6/8/2015,580 WEST 161 STREET,1062823,112,,63,ELEVR,6/23/2015,H1,6/22/2015
1397796,CLOSED,6/8/2015,524 EAST 74 STREET,1089434,108,,12,BEST,6/9/2015,I2,6/8/2015
1397797,CLOSED,6/8/2015,309 WEST 86 STREET,1033939,107,,94,PLUMB,6/15/2015,I2,6/15/2015
1397798,CLOSED,6/8/2015,322 WEST 57 STREET,1025450,104,,94,PLUMB,6/17/2015,A8,6/17/2015
1397799,CLOSED,6/8/2015,151 MERCER STREET,1007981,102,,86,EXCAV,6/8/2015,I2,6/8/2015
1397800,CLOSED,6/8/2015,113 WEST 130 STREET,1058038,110,,10,ERT,6/10/2015,I2,6/10/2015
1397801,CLOSED,6/8/2015,38 EAST 30 STREET,1016936,105,,81,ELEVR,6/8/2015,I2,6/8/2015
1397802,CLOSED,6/8/2015,70 CHARLTON STREET,1009747,102,,91,BEST,6/8/2015,I2,6/8/2015
1397803,CLOSED,6/8/2015,YORK AVENUE,9999991,108,,5,MAN.,6/9/2015,K1,6/9/2015
1397805,CLOSED,6/8/2015,212 EAST 127TH STREET,1054694,111,,2E,BEST,6/8/2015,P6,6/8/2015
1397806,ACTIVE,6/8/2015,11 WEST 84 STREET,1031308,107,,5,MAN.,,,
1397807,ACTIVE,6/8/2015,625 LENOX AVENUE,1060091,110,,74,MAN.,,,
1397808,ACTIVE,6/8/2015,82 WEST THIRD STREET,1008674,102,,2G,SPOPS,,,
1397809,CLOSED,6/8/2015,176 EAST 108 STREET,1052088,111,,73,ERT,6/8/2015,A1,6/8/2015
1397810,ACTIVE,6/8/2015,181 AVENUE C,1004914,103,,2G,SPOPS,,,
